案例,URL,關鍵字,標籤
最高法院 110 年度台上字第 1430 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=110%2c%e5%8f%b0%e4%b8%8a%2c1430%2c20220413%2c1&tablename=TPSV&fname=%e6%9c%80%e9%ab%98%e6%b3%95%e9%99%a2110%e5%b9%b4%e5%ba%a6%e5%8f%b0%e4%b8%8a%e5%ad%97%e7%ac%ac1430%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,地質,
最高法院 110 年度台上字第 1597 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=110%2c%e5%8f%b0%e4%b8%8a%2c1597%2c20220303%2c1&tablename=TPSV&fname=%e6%9c%80%e9%ab%98%e6%b3%95%e9%99%a2110%e5%b9%b4%e5%ba%a6%e5%8f%b0%e4%b8%8a%e5%ad%97%e7%ac%ac1597%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,洪水,
最高法院 110 年度台上字第 1797 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=110%2c%e5%8f%b0%e4%b8%8a%2c1797%2c20220721%2c1&tablename=TPSV&fname=%e6%9c%80%e9%ab%98%e6%b3%95%e9%99%a2110%e5%b9%b4%e5%ba%a6%e5%8f%b0%e4%b8%8a%e5%ad%97%e7%ac%ac1797%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,地質,
最高法院 110 年度台上字第 2337 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=110%2c%e5%8f%b0%e4%b8%8a%2c2337%2c20220512%2c1&tablename=TPSV&fname=%e6%9c%80%e9%ab%98%e6%b3%95%e9%99%a2110%e5%b9%b4%e5%ba%a6%e5%8f%b0%e4%b8%8a%e5%ad%97%e7%ac%ac2337%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,"颱風, 地質",
最高法院 110 年度台上字第 3186 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=110%2c%e5%8f%b0%e4%b8%8a%2c3186%2c20211229%2c1&tablename=TPSV&fname=%e6%9c%80%e9%ab%98%e6%b3%95%e9%99%a2110%e5%b9%b4%e5%ba%a6%e5%8f%b0%e4%b8%8a%e5%ad%97%e7%ac%ac3186%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,豪雨,
最高法院 110 年度台上字第 883 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=110%2c%e5%8f%b0%e4%b8%8a%2c883%2c20220720%2c1&tablename=TPSV&fname=%e6%9c%80%e9%ab%98%e6%b3%95%e9%99%a2110%e5%b9%b4%e5%ba%a6%e5%8f%b0%e4%b8%8a%e5%ad%97%e7%ac%ac883%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,地形,
最高法院 111 年度台上字第 1062 號民事判決,https://judgment.judicial.gov.tw/FILES/TPSV/111%2c%e5%8f%b0%e4%b8%8a%2c1062%2c20230315%2c1.pdf,"颱風, 豪雨",
最高法院 111 年度台上字第 1267 號民事判決,https://judgment.judicial.gov.tw/FILES/TPSV/111%2c%e5%8f%b0%e4%b8%8a%2c1267%2c20231019%2c1.pdf,颱風,
最高法院 111 年度台上字第 1332 號民事判決,https://judgment.judicial.gov.tw/FILES/TPSV/111%2c%e5%8f%b0%e4%b8%8a%2c1332%2c20230712%2c1.pdf,"地下水位, 淹水",
最高法院 111 年度台上字第 1853 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=111%2c%e5%8f%b0%e4%b8%8a%2c1853%2c20220915%2c1&tablename=TPSV&fname=%e6%9c%80%e9%ab%98%e6%b3%95%e9%99%a2111%e5%b9%b4%e5%ba%a6%e5%8f%b0%e4%b8%8a%e5%ad%97%e7%ac%ac1853%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,"颱風, 颱風, 天氣, 豪雨",
最高法院 111 年度台上字第 2541 號民事判決,https://judgment.judicial.gov.tw/FILES/TPSV/111%2c%e5%8f%b0%e4%b8%8a%2c2541%2c20230208%2c1.pdf,颱風,
最高法院 111 年度台上字第 47 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=111%2c%e5%8f%b0%e4%b8%8a%2c47%2c20220504%2c1&tablename=TPSV&fname=%e6%9c%80%e9%ab%98%e6%b3%95%e9%99%a2111%e5%b9%b4%e5%ba%a6%e5%8f%b0%e4%b8%8a%e5%ad%97%e7%ac%ac47%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,颱風,
最高法院 93 年度台上字第 2503 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPSV%2c93%2c%e5%8f%b0%e4%b8%8a%2c2503%2c20041216&fname=%e6%9c%80%e9%ab%98%e6%b3%95%e9%99%a2+93+%e5%b9%b4%e5%ba%a6%e5%8f%b0%e4%b8%8a%e5%ad%97%e7%ac%ac+2503+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地震,
最高法院 94 年度台上字第 1395 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPSV%2c94%2c%e5%8f%b0%e4%b8%8a%2c1395%2c20050728&fname=%e6%9c%80%e9%ab%98%e6%b3%95%e9%99%a2+94+%e5%b9%b4%e5%ba%a6%e5%8f%b0%e4%b8%8a%e5%ad%97%e7%ac%ac+1395+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,豪雨,
最高法院 97 年度台上字第 197 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPSV%2c97%2c%e5%8f%b0%e4%b8%8a%2c197%2c20080131&fname=%e6%9c%80%e9%ab%98%e6%b3%95%e9%99%a2+97+%e5%b9%b4%e5%ba%a6%e5%8f%b0%e4%b8%8a%e5%ad%97%e7%ac%ac+197+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"豪雨, 地震",
最高法院 97 年度台上字第 360 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPSV%2c97%2c%e5%8f%b0%e4%b8%8a%2c360%2c20080229&fname=%e6%9c%80%e9%ab%98%e6%b3%95%e9%99%a2+97+%e5%b9%b4%e5%ba%a6%e5%8f%b0%e4%b8%8a%e5%ad%97%e7%ac%ac+360+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地震,
最高法院 98 年度台上字第 1761 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPSV%2c98%2c%e5%8f%b0%e4%b8%8a%2c1761%2c20090924&fname=%e6%9c%80%e9%ab%98%e6%b3%95%e9%99%a2+98+%e5%b9%b4%e5%ba%a6%e5%8f%b0%e4%b8%8a%e5%ad%97%e7%ac%ac+1761+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地質,
最高法院 98 年度台上字第 1822 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPSV%2c98%2c%e5%8f%b0%e4%b8%8a%2c1822%2c20090930&fname=%e6%9c%80%e9%ab%98%e6%b3%95%e9%99%a2+98+%e5%b9%b4%e5%ba%a6%e5%8f%b0%e4%b8%8a%e5%ad%97%e7%ac%ac+1822+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 地下水位, 地貌, 地形",
最高法院 98 年度台上字第 1914 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPSV%2c98%2c%e5%8f%b0%e4%b8%8a%2c1914%2c20091015&fname=%e6%9c%80%e9%ab%98%e6%b3%95%e9%99%a2+98+%e5%b9%b4%e5%ba%a6%e5%8f%b0%e4%b8%8a%e5%ad%97%e7%ac%ac+1914+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地質,
最高法院 98 年度台上字第 59 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPSV%2c98%2c%e5%8f%b0%e4%b8%8a%2c59%2c20090115&fname=%e6%9c%80%e9%ab%98%e6%b3%95%e9%99%a2+98+%e5%b9%b4%e5%ba%a6%e5%8f%b0%e4%b8%8a%e5%ad%97%e7%ac%ac+59+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地形,
最高法院 99 年度台上字第 2018 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPSV%2c99%2c%e5%8f%b0%e4%b8%8a%2c2018%2c20101028&fname=%e6%9c%80%e9%ab%98%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%8f%b0%e4%b8%8a%e5%ad%97%e7%ac%ac+2018+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地質,
最高行政法院 102 年度判字第 126 號判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPAA%2c102%2c%e5%88%a4%2c126%2c20130314%2c1&fname=%e6%9c%80%e9%ab%98%e8%a1%8c%e6%94%bf%e6%b3%95%e9%99%a2+102+%e5%b9%b4%e5%ba%a6%e5%88%a4%e5%ad%97%e7%ac%ac+126+%e8%99%9f%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 戰爭, 地震",
福建金門地方法院 107 年度建字第 5 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=107%2c%e5%bb%ba%2c5%2c20210128%2c2&tablename=KMDV&fname=%e7%a6%8f%e5%bb%ba%e9%87%91%e9%96%80%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2107%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac5%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,"颱風, 地形",
福建金門地方法院 97 年度建字第 5 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=KMDV%2c97%2c%e5%bb%ba%2c5%2c20091023%2c3&fname=%e7%a6%8f%e5%bb%ba%e9%87%91%e9%96%80%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+97+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+5+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地震,
福建金門地方法院 98 年度重訴字第 5 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=KMDV%2c98%2c%e9%87%8d%e8%a8%b4%2c5%2c20110826%2c3&fname=%e7%a6%8f%e5%bb%ba%e9%87%91%e9%96%80%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+98+%e5%b9%b4%e5%ba%a6%e9%87%8d%e8%a8%b4%e5%ad%97%e7%ac%ac+5+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地貌, 豪雨, 颱風, 淹水, 地形",
福建高等法院金門分院 100 年度建上字第 1 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=KMHV%2c100%2c%e5%bb%ba%e4%b8%8a%2c1%2c20130117%2c1&fname=%e7%a6%8f%e5%bb%ba%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2%e9%87%91%e9%96%80%e5%88%86%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+1+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 地形",
福建高等法院金門分院 100 年度建上字第 2 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=KMHV%2c100%2c%e5%bb%ba%e4%b8%8a%2c2%2c20120920%2c1&fname=%e7%a6%8f%e5%bb%ba%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2%e9%87%91%e9%96%80%e5%88%86%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+2+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地質,
福建高等法院金門分院 100 年度建上字第 3 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=KMHV%2c100%2c%e5%bb%ba%e4%b8%8a%2c3%2c20121018%2c1&fname=%e7%a6%8f%e5%bb%ba%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2%e9%87%91%e9%96%80%e5%88%86%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+3+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,淹水,
福建高等法院金門分院 101 年度建上字第 3 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=KMHV%2c101%2c%e5%bb%ba%e4%b8%8a%2c3%2c20130117%2c1&fname=%e7%a6%8f%e5%bb%ba%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2%e9%87%91%e9%96%80%e5%88%86%e9%99%a2+101+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+3+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 地形",
福建高等法院金門分院 102 年度建上字第 2 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=KMHV%2c102%2c%e5%bb%ba%e4%b8%8a%2c2%2c20140612%2c2&fname=%e7%a6%8f%e5%bb%ba%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2%e9%87%91%e9%96%80%e5%88%86%e9%99%a2+102+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+2+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,颱風,
福建高等法院金門分院 104 年度建上更（一）字第 1 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=KMHV%2c104%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4%ef%bc%88%e4%b8%80%ef%bc%89%2c1%2c20170816%2c2&fname=%e7%a6%8f%e5%bb%ba%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2%e9%87%91%e9%96%80%e5%88%86%e9%99%a2+104+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e6%9b%b4%ef%bc%88%e4%b8%80%ef%bc%89%e5%ad%97%e7%ac%ac+1+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 地質, 地形",
福建高等法院金門分院 98 年度建上字第 1 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=KMHV%2c98%2c%e5%bb%ba%e4%b8%8a%2c1%2c20120308%2c1&fname=%e7%a6%8f%e5%bb%ba%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2%e9%87%91%e9%96%80%e5%88%86%e9%99%a2+98+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+1+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地震,
臺北高等行政法院 97 年度訴字第 831 號判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPBA%2c97%2c%e8%a8%b4%2c831%2c20100609%2c3&fname=%e8%87%ba%e5%8c%97%e9%ab%98%e7%ad%89%e8%a1%8c%e6%94%bf%e6%b3%95%e9%99%a2+97+%e5%b9%b4%e5%ba%a6%e8%a8%b4%e5%ad%97%e7%ac%ac+831+%e8%99%9f%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 地震",
臺北高等行政法院 97 年度訴字第 832 號判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPBA%2c97%2c%e8%a8%b4%2c832%2c20081009%2c1&fname=%e8%87%ba%e5%8c%97%e9%ab%98%e7%ad%89%e8%a1%8c%e6%94%bf%e6%b3%95%e9%99%a2+97+%e5%b9%b4%e5%ba%a6%e8%a8%b4%e5%ad%97%e7%ac%ac+832+%e8%99%9f%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 地下水位",
臺灣南投地方法院 103 年度建字第 4 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=NTDV%2c103%2c%e5%bb%ba%2c4%2c20151028%2c1&fname=%e8%87%ba%e7%81%a3%e5%8d%97%e6%8a%95%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+103+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+4+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"風災, 風災, 颱風",
臺灣南投地方法院 104 年度建字第 1 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=NTDV%2c104%2c%e5%bb%ba%2c1%2c20170222%2c1&fname=%e8%87%ba%e7%81%a3%e5%8d%97%e6%8a%95%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+104+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+1+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,颱風,
臺灣南投地方法院 107 年度建字第 7 號民事判決,https://judgment.judicial.gov.tw/FILES/NTDV/107%2c%e5%bb%ba%2c7%2c20220112%2c1.pdf,地質,
臺灣南投地方法院 108 年度建字第 4 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=108%2c%e5%bb%ba%2c4%2c20200319%2c1&tablename=NTDV&fname=%e8%87%ba%e7%81%a3%e5%8d%97%e6%8a%95%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2108%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac4%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,"颱風, 颱風, 天氣, 豪雨, 地形",
臺灣南投地方法院 91 年度訴字第 614 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=NTDV%2c91%2c%e8%a8%b4%2c614%2c20030429%2c1&fname=%e8%87%ba%e7%81%a3%e5%8d%97%e6%8a%95%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+91+%e5%b9%b4%e5%ba%a6%e8%a8%b4%e5%ad%97%e7%ac%ac+614+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,豪雨,
臺灣南投地方法院 91 年度訴字第 618 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=NTDV%2c91%2c%e8%a8%b4%2c618%2c20030603%2c2&fname=%e8%87%ba%e7%81%a3%e5%8d%97%e6%8a%95%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+91+%e5%b9%b4%e5%ba%a6%e8%a8%b4%e5%ad%97%e7%ac%ac+618+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地形, 地質, 豪雨, 地震",
臺灣南投地方法院 91 年度重訴字第 124 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=NTDV%2c91%2c%e9%87%8d%e8%a8%b4%2c124%2c20030813%2c1&fname=%e8%87%ba%e7%81%a3%e5%8d%97%e6%8a%95%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+91+%e5%b9%b4%e5%ba%a6%e9%87%8d%e8%a8%b4%e5%ad%97%e7%ac%ac+124+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 地形",
臺灣南投地方法院 94 年度建字第 8 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=NTDV%2c94%2c%e5%bb%ba%2c8%2c20060719%2c1&fname=%e8%87%ba%e7%81%a3%e5%8d%97%e6%8a%95%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+94+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+8+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 地震",
臺灣南投地方法院 98 年度建字第 13 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=NTDV%2c98%2c%e5%bb%ba%2c13%2c20110707%2c2&fname=%e8%87%ba%e7%81%a3%e5%8d%97%e6%8a%95%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+98+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+13+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 地震",
臺灣南投地方法院 99 年度建字第 1 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=NTDV%2c99%2c%e5%bb%ba%2c1%2c20110822%2c1&fname=%e8%87%ba%e7%81%a3%e5%8d%97%e6%8a%95%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+1+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地貌, 風災, 風災, 颱風, 地震, 水災, 豪雨, 地形",
臺灣南投地方法院 99 年度建字第 14 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=NTDV%2c99%2c%e5%bb%ba%2c14%2c20120328%2c1&fname=%e8%87%ba%e7%81%a3%e5%8d%97%e6%8a%95%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+14+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,颱風,
臺灣嘉義地方法院 100 年度建字第 6 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=CYDV%2c100%2c%e5%bb%ba%2c6%2c20120719%2c1&fname=%e8%87%ba%e7%81%a3%e5%98%89%e7%be%a9%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+6+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地貌, 風災, 風災, 颱風, 洪水, 地震, 水災, 豪雨, 地形",
臺灣嘉義地方法院 101 年度建字第 22 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=CYDV%2c101%2c%e5%bb%ba%2c22%2c20121122%2c1&fname=%e8%87%ba%e7%81%a3%e5%98%89%e7%be%a9%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+101+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+22+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,天氣,
臺灣嘉義地方法院 101 年度建字第 23 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=CYDV%2c101%2c%e5%bb%ba%2c23%2c20140731%2c3&fname=%e8%87%ba%e7%81%a3%e5%98%89%e7%be%a9%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+101+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+23+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,戰爭,
臺灣嘉義地方法院 101 年度建字第 32 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=CYDV%2c101%2c%e5%bb%ba%2c32%2c20130711%2c1&fname=%e8%87%ba%e7%81%a3%e5%98%89%e7%be%a9%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+101+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+32+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 地貌",
臺灣嘉義地方法院 102 年度建字第 20 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=CYDV%2c102%2c%e5%bb%ba%2c20%2c20140827%2c1&fname=%e8%87%ba%e7%81%a3%e5%98%89%e7%be%a9%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+102+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+20+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地震, 戰爭, 水災, 豪雨, 颱風",
臺灣嘉義地方法院 102 年度建字第 23 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=CYDV%2c102%2c%e5%bb%ba%2c23%2c20140905%2c1&fname=%e8%87%ba%e7%81%a3%e5%98%89%e7%be%a9%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+102+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+23+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,颱風,
臺灣嘉義地方法院 102 年度建字第 34 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=CYDV%2c102%2c%e5%bb%ba%2c34%2c20150205%2c1&fname=%e8%87%ba%e7%81%a3%e5%98%89%e7%be%a9%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+102+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+34+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 風災, 風災, 颱風, 地形",
